ID,email,text,category
68,ggraham@byrd.org,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
69,kerrangel@lane.biz,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
70,perryjessica@bennett.biz,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
71,gibbscraig@lee.biz,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
72,maryvega@turner.info,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
73,paulaanderson@yahoo.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
74,becky25@hubbard.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
75,ihampton@thomas.info,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
76,mikelawrence@mccall-hill.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
77,hubbardbrian@chavez-james.biz,All my selfies are gone! Did the update eat them?,DATA_LOSS
78,donald22@yahoo.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
79,bendertroy@booth.info,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
80,dhunt@hotmail.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
81,timothy07@cook-duran.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
82,herrerajose@gmail.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
83,bryantrandall@hotmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
84,alexandersmith@fletcher.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
85,butlerlaura@miller.org,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
86,stephanie82@gmail.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
87,icaldwell@stewart-nguyen.biz,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
88,choichristopher@daugherty.org,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
89,robinhayes@maxwell.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
90,pflores@jones.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
91,zwalker@moore.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
92,amanda48@harris-yu.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
93,jwalker@hotmail.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
94,lisa38@ferguson.biz,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
95,hgross@lynn.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
96,lindsey26@johnson-bradley.org,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
97,martinezmariah@henderson.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
98,destiny16@jimenez-wilson.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
99,ohoffman@yahoo.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
100,evansjason@george.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
101,ihoffman@hotmail.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
102,asingleton@hotmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
103,stephaniesmith@gmail.com,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
104,kimberlykennedy@gmail.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
105,ortizmichael@swanson.org,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
106,burkedennis@steele.org,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
107,vbarber@thompson.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
108,andrewtorres@gmail.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
109,michael13@walker.info,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
110,cisnerosjames@gmail.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
111,gabrieldyer@gmail.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
112,wfletcher@carr.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
113,ysanchez@yahoo.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
114,iolson@short.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
115,rhodesjacqueline@yahoo.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
116,moodysusan@yahoo.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
117,edward50@christian.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
118,robert71@lloyd.org,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
119,anthony97@hopkins.biz,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
120,jenniferhorne@perkins.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
121,zaguilar@burns.net,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
122,emorgan@campos.org,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
123,huntstephanie@yahoo.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
124,kathleencook@gmail.com,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
125,anthony54@yahoo.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
126,ethompson@ponce-wade.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
127,jonesriley@hotmail.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
128,theresa94@lawson.info,All my selfies are gone! Did the update eat them?,DATA_LOSS
129,jon20@gmail.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
130,ian45@smith-smith.net,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
131,vscott@hotmail.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
132,kimkristen@hotmail.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
133,michealperkins@yahoo.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
134,debrahartman@hotmail.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
135,christinarodriguez@taylor.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
136,christine61@flores.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
137,jasonerickson@yahoo.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
138,cummingsmichael@mitchell.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
139,gerald64@harris.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
140,castillodoris@hotmail.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
141,cody75@west-joyce.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
142,christopherpitts@ward.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
143,ydelacruz@yahoo.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
144,lcox@castillo-bright.info,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
145,iowens@schwartz-daniels.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
146,lhall@nelson-king.biz,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
147,carolyn33@malone.com,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
148,vickiehunter@thomas.info,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
149,smithjonathan@gmail.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
150,evansnatalie@gmail.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
151,omaxwell@gmail.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
152,jonathanbradley@yahoo.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
153,corymartinez@cook.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
154,annehunter@stanley.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
155,myoung@gmail.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
156,cynthia29@gmail.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
157,tcooper@harvey-baldwin.biz,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
158,campbellapril@hotmail.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
159,glenn89@sandoval-smith.com,"This app crashes more than my diet plans. Bug fix, please?",SOFTWARE_BUG
160,veronica97@glenn.com,"This app crashes more than my diet plans. Bug fix, please?",SOFTWARE_BUG
161,vlewis@hotmail.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
162,jwood@norton-gregory.org,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
163,xfletcher@gilbert-douglas.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
164,alexanderbenson@chan.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
165,trevor86@hotmail.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
166,burtonamanda@yahoo.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
167,amberhutchinson@yahoo.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
168,danny52@hotmail.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
169,moyerkristin@wolf.info,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
170,moralesshelley@hotmail.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
171,ehamilton@flynn.biz,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
172,dustin96@gmail.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
173,stephenwade@phillips-hogan.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
174,robertking@yahoo.com,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
175,william35@yahoo.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
176,istrong@murphy.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
177,dominique94@hotmail.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
178,harrelljoe@roberts-flowers.biz,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
179,ericksonjoseph@hotmail.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
180,wagnerbrittney@gmail.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
181,michaelhall@patrick.info,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
182,vjones@walker.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
183,morenoemily@marquez.org,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
184,donaldnunez@hess-bell.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
185,terrymanuel@taylor.com,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
186,deannamccarthy@hotmail.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
187,nicolepierce@myers-smith.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
188,wilsoncarol@yahoo.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
189,hhurley@morrow.info,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
190,zlong@hotmail.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
191,jose48@yahoo.com,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
192,kimclark@hotmail.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
193,michaeljohnson@riley.biz,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
194,petersonamanda@gmail.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
195,diazshane@yahoo.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
196,wanderson@hotmail.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
197,russellrobert@hotmail.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
198,molinabrenda@black.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
199,shaneallen@hotmail.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
200,lukewalton@stevens-williams.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
201,ymurphy@gmail.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
202,mcneilapril@hotmail.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
203,nicholasrobinson@jones.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
204,jlane@jacobs-sims.net,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
205,michellesnyder@robertson.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
206,amy46@yahoo.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
207,youngdavid@gmail.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
208,angelacochran@cervantes.biz,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
209,nglover@hotmail.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
210,theresamelton@lee-wade.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
211,christopher62@robles-andrade.org,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
212,bishopchad@hotmail.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
213,jordanreed@yahoo.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
214,nicholaslopez@anderson.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
215,jonesjeffrey@morales.com,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
216,esellers@logan-hall.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
217,gabrielgomez@hotmail.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
218,guerrerojessica@tran-lindsey.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
219,olsoncharles@gmail.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
220,mezakaren@yahoo.com,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
221,bmartin@gmail.com,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
222,ashley48@armstrong-raymond.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
223,bryan09@yahoo.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
224,davidbutler@gmail.com,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
225,dianathornton@yahoo.com,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
226,catherine55@yahoo.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
227,catherine72@gmail.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
228,ericksonemily@lane-crane.biz,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
229,paul90@yahoo.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
230,paul83@robinson.org,"This app crashes more than my diet plans. Bug fix, please?",SOFTWARE_BUG
231,simoncraig@clarke.biz,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
232,aguilarchelsea@brown.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
233,debrabryant@gutierrez.biz,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
234,rossjessica@robinson-moore.net,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
235,mariewilson@wilson-rivera.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
236,dyermonica@gmail.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
237,moralestony@cook-walker.org,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
238,sandrafarrell@yahoo.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
239,npeters@hotmail.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
240,tasha81@smith-craig.net,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
241,tylerpeter@gmail.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
242,michaelolson@carr-king.net,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
243,morrismichael@hotmail.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
244,brandon28@hotmail.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
245,hberg@gmail.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
246,randall72@jimenez.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
247,twatkins@macdonald-taylor.net,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
248,autumnrose@gmail.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
249,noah48@gmail.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
250,solomonethan@smith-day.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
251,paul82@hotmail.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
252,rtaylor@yahoo.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
253,robertwelch@lopez.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
254,whitney59@adams-castaneda.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
255,hansenabigail@lynn-ruiz.org,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
256,ingramnatalie@yahoo.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
257,ambermaddox@bean.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
258,rhonda37@yahoo.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
259,sandersandrew@walters.biz,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
260,gsmith@hotmail.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
261,taylormeghan@hotmail.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
262,timothygray@gmail.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
263,hgarcia@yahoo.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
264,jbowman@west.net,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
265,christian25@hotmail.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
266,lyork@williams-edwards.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
